area_type,location,size,total_sqft,bath,balcony,price,bed_bath,price_per_sqft
Super built-up  Area,Doddabanahalli,3,1290.0,3,2,45.33,516.0,3513.953
Super built-up  Area,Bannerghatta Road,2,1237.5,2,0,49.49,344.0,3999.192
Super built-up  Area,9th Phase JP Nagar,3,1780.0,3,2,88.0,516.0,4943.82
Super built-up  Area,Budigere,3,1636.0,3,2,83.0,516.0,5073.35
Built-up  Area,Sector 2 HSR Layout,2,1332.0,2,2,101.0,344.0,7582.583
Built-up  Area,Kodbisanhalli,2,1012.0,2,2,59.0,344.0,5830.04
Super built-up  Area,Kengeri,2,1192.0,2,2,53.5,344.0,4488.255
Super built-up  Area,Abbigere,2,795.0,2,1,32.54,344.0,4093.082
Super built-up  Area,Uttarahalli,2,1213.0,2,2,48.0,344.0,3957.131
Super built-up  Area,Sarjapur  Road,3,1489.0,3,2,88.0,516.0,5910.007
Super built-up  Area,Sarjapur,2,1200.0,2,2,62.0,344.0,5166.667
Super built-up  Area,Electronic City Phase II,2,1140.0,2,2,28.5,344.0,2500.0
Super built-up  Area,Devanahalli,3,1200.0,2,1,55.08,476.0,4590.0
Super built-up  Area,Ananth Nagar,2,1200.0,2,1,36.0,344.0,3000.0
Super built-up  Area,Bannerghatta Road,3,1650.0,3,1,94.0,516.0,5696.97
Plot  Area,Bharathnagar,2,1245.0,2,1,120.0,344.0,9638.554
Super built-up  Area,Ardendale,2,1224.0,2,2,67.0,344.0,5473.856
Super built-up  Area,Gunjur,2,1235.0,2,2,52.76,344.0,4272.065
Super built-up  Area,Yelenahalli,2,1200.0,2,2,45.6,344.0,3800.0
Built-up  Area,Yelahanka,3,1342.0,2,2,75.0,476.0,5588.674
Built-up  Area,TC Palaya,2,1800.0,2,2,80.0,344.0,4444.444
Super built-up  Area,Abbigere,2,1130.0,2,1,46.33,344.0,4100.0
Built-up  Area,Somasundara Palya,2,1186.0,2,3,72.0,344.0,6070.826
Super built-up  Area,Hennur,2,1295.0,2,1,64.0,344.0,4942.085
Super built-up  Area,Kudlu Gate,3,1535.0,3,2,85.0,516.0,5537.459
Super built-up  Area,Bannerghatta Road,2,905.0,2,1,65.0,344.0,7182.32
Super built-up  Area,Bhoganhalli,2,1447.0,2,1,75.97,344.0,5250.173
Super built-up  Area,Hormavu,2,1165.0,2,1,40.0,344.0,3433.476
Super built-up  Area,Kanakpura Road,2,1328.0,2,2,107.0,344.0,8057.229
Super built-up  Area,Gandhi Bazar,3,1485.0,2,3,110.0,476.0,7407.407
Super built-up  Area,Uttarahalli,3,1475.0,2,3,59.0,476.0,4000.0
Super built-up  Area,Vidyaranyapura,2,1175.0,2,2,35.0,344.0,2978.723
Super built-up  Area,Thigalarapalya,2,1245.0,2,2,100.0,344.0,8032.129
Super built-up  Area,Rachenahalli,2,985.0,2,1,49.97,344.0,5073.096
Super built-up  Area,Hoskote,3,1395.0,2,2,63.0,476.0,4516.129
Super built-up  Area,Hoodi,1,711.0,1,0,42.65,172.0,5998.594
Super built-up  Area,Electronic City,1,630.0,1,1,40.5,172.0,6428.571
Super built-up  Area,MS Pallya,4,2400.0,4,1,88.0,688.0,3666.667
Super built-up  Area,Gottigere,2,1170.0,2,2,40.0,344.0,3418.803
Super built-up  Area,Marathahalli,4,2500.0,5,2,181.0,728.0,7240.0
Super built-up  Area,Gubbalala,2,1100.0,2,2,49.5,344.0,4500.0
Super built-up  Area,Hulimavu,4,3560.0,5,3,318.0,728.0,8932.584
Plot  Area,Margondanahalli,2,900.0,2,0,55.0,344.0,6111.111
Built-up  Area,Bommasandra Industrial Area,2,1160.0,2,1,33.51,344.0,2888.793
Super built-up  Area,Varthur,2,1180.0,2,2,55.0,344.0,4661.017
Super built-up  Area,Tumkur Road,3,1441.0,2,1,95.0,476.0,6592.644
Super built-up  Area,Channasandra Layout,2,1115.0,2,1,50.0,344.0,4484.305
Super built-up  Area,Yeshwanthpur,3,1825.0,3,2,145.0,516.0,7945.205
Carpet  Area,Challaghatta,2,1489.0,2,0,101.0,344.0,6783.076
Super built-up  Area,Subramanyapura,3,1278.0,3,2,62.71,516.0,4906.886
Super built-up  Area,Subramanyapura,3,1223.0,2,2,42.81,476.0,3500.409
Super built-up  Area,Hormavu,2,1065.0,2,1,50.92,344.0,4781.221
Super built-up  Area,Whitefield,2,1190.0,2,1,64.0,344.0,5378.151
Super built-up  Area,Koramangala,2,1130.0,2,2,63.0,344.0,5575.221
Super built-up  Area,Banashankari,2,1430.0,2,2,87.8,344.0,6139.86
Built-up  Area,HRBR Layout,4,1900.0,3,1,90.0,648.0,4736.842
Super built-up  Area,Sarjapur  Road,2,1104.0,2,1,34.22,344.0,3099.638
Super built-up  Area,Begur Road,2,1240.0,2,2,45.88,344.0,3700.0
Built-up  Area,Choodasandra,2,1140.0,2,2,62.0,344.0,5438.596
Super built-up  Area,Haralur Road,2,1194.0,2,2,47.0,344.0,3936.348
Super built-up  Area,KUDLU MAIN ROAD,3,1464.0,3,2,56.0,516.0,3825.137
Super built-up  Area,KR Puram,3,1700.0,3,3,105.0,516.0,6176.471
Super built-up  Area,Old Airport Road,4,2658.0,5,3,189.0,728.0,7110.609
Super built-up  Area,Canara Bank Colony,3,1600.0,2,1,90.0,476.0,5625.0
Super built-up  Area,OMBR Layout,4,3400.0,4,2,275.0,688.0,8088.235
Super built-up  Area,Reliaable Tranquil Layout,3,1508.0,3,1,75.0,516.0,4973.475
Built-up  Area,Balagere,1,645.0,1,1,41.0,172.0,6356.589
Super built-up  Area,Hormavu,2,1046.0,2,1,60.0,344.0,5736.138
Super built-up  Area,Hosa Road,2,1079.0,2,1,32.37,344.0,3000.0
Super built-up  Area,Thubarahalli,2,975.0,2,1,50.0,344.0,5128.205
Built-up  Area,ISRO Layout,2,1050.0,2,1,51.0,344.0,4857.143
Super built-up  Area,"Jayanagar, ",3,1903.0,3,2,165.0,516.0,8670.52
Super built-up  Area,Asthagrama Layout,2,1200.0,2,2,38.0,344.0,3166.667
Super built-up  Area,Avalahalli,4,2996.0,4,3,200.0,688.0,6675.567
Super built-up  Area,Parappana Agrahara,2,1092.0,2,2,43.0,344.0,3937.729
Super built-up  Area,Hormavu,2,1400.0,2,0,75.0,344.0,5357.143
Super built-up  Area,Bommanahalli,3,1416.0,2,1,85.0,476.0,6002.825
Built-up  Area,ITI Layout,3,1602.0,2,1,75.0,476.0,4681.648
Super built-up  Area,Electronic City,2,1100.0,2,1,41.0,344.0,3727.273
Super built-up  Area,Marathahalli,4,3800.0,4,3,235.0,688.0,6184.211
Super built-up  Area,Vasanthapura,2,1037.0,2,1,36.28,344.0,3498.554
Super built-up  Area,Yeshwanthpur,3,1384.0,2,2,76.18,476.0,5504.335
Super built-up  Area,Vajarahalli,1,551.0,1,1,30.0,172.0,5444.646
Super built-up  Area,Sarjapur,2,900.0,2,2,27.98,344.0,3108.889
Plot  Area,Anandapura,3,1415.0,2,1,74.0,476.0,5229.682
Super built-up  Area,Rajarajesheari nagar,2,1400.0,2,1,44.8,344.0,3200.0
Built-up  Area,Kudlu,2,1030.0,2,2,75.0,344.0,7281.553
Built-up  Area,Kambipura,2,883.0,2,1,39.0,344.0,4416.761
Super built-up  Area,Celebrity Paradise Layout,1,550.0,1,1,16.0,172.0,2909.091
Super built-up  Area,Anjanapura,4,1800.0,4,2,55.0,688.0,3055.556
Super built-up  Area,Old Madras Road,2,1210.0,2,1,77.0,344.0,6363.636
Plot  Area,Vishveshwarya Layout,4,2000.0,3,0,90.0,648.0,4500.0
Super built-up  Area,Kanakpura Road,3,1100.0,3,1,58.0,516.0,5272.727
Super built-up  Area,Lavakusha Nagar,3,1780.0,3,1,100.0,516.0,5617.978
Plot  Area,2nd Block Hbr Layout,5,950.0,5,2,55.0,860.0,5789.474
Built-up  Area,Panathur,2,1050.0,2,2,60.0,344.0,5714.286
Super built-up  Area,Hosur Road,3,1370.0,3,3,38.36,516.0,2800.0
Super built-up  Area,Marathahalli,4,3951.0,4,3,230.0,688.0,5821.311
Super built-up  Area,Bellandur,3,2500.0,4,2,112.0,556.0,4480.0
Built-up  Area,Sri Venkateshpura Layout,2,1050.0,2,1,49.5,344.0,4714.286
Super built-up  Area,Anjanapura,3,1843.0,3,1,87.54,516.0,4749.864
Super built-up  Area,Somasundara Palya,2,1186.0,2,1,76.0,344.0,6408.094
Super built-up  Area,Haralur Road,1,560.0,1,1,45.0,172.0,8035.714
Super built-up  Area,Narayanapura,3,2357.0,3,2,135.0,516.0,5727.62
Super built-up  Area,Yelahanka,3,1823.0,3,2,103.0,516.0,5650.027
Built-up  Area,Rajasree Layout,3,1310.0,3,3,90.0,516.0,6870.229
Super built-up  Area,Varthur,3,1520.0,2,2,60.0,476.0,3947.368
Super built-up  Area,Bhoganhalli,3,1610.0,3,1,74.03,516.0,4598.137
Plot  Area,Whitefield,3,1500.0,3,1,78.57,516.0,5238.0
Super built-up  Area,LB Shastri Nagar,3,1400.0,2,2,80.0,476.0,5714.286
Super built-up  Area,HRBR Layout,3,1625.0,3,2,120.0,516.0,7384.615
Built-up  Area,Hessarghatta,2,900.0,2,1,24.0,344.0,2666.667
Built-up  Area,Talaghattapura,2,1100.0,2,0,32.0,344.0,2909.091
Super built-up  Area,Bannerghatta Road,2,1000.0,2,1,50.0,344.0,5000.0
Super built-up  Area,Old Airport Road,4,2774.0,4,3,197.0,688.0,7101.658
Super built-up  Area,Yeshwanthpur,1,994.0,2,0,54.67,212.0,5500.0
Super built-up  Area,Kaggadasapura,3,1455.0,3,3,75.0,516.0,5154.639
Plot  Area,Chandapura,5,1200.0,3,1,79.0,780.0,6583.333
Built-up  Area,Lakshminarayana Pura,2,1172.0,2,1,75.0,344.0,6399.317
Super built-up  Area,Hennur,3,1935.0,3,2,102.0,516.0,5271.318
Super built-up  Area,Rachenahalli,3,1856.0,3,3,106.0,516.0,5711.207
Super built-up  Area,Uttarahalli,2,900.0,2,2,35.0,344.0,3888.889
Built-up  Area,Raja Rajeshwari Nagar,3,1757.0,3,3,98.0,516.0,5577.689
Super built-up  Area,Kudlu,2,1027.0,2,2,44.0,344.0,4284.323
Super built-up  Area,Whitefield,3,1626.0,3,3,85.0,516.0,5227.552
Super built-up  Area,Dr Shivarama Karantha Nagar,2,1200.0,2,1,54.0,344.0,4500.0
Super built-up  Area,Hoodi,3,1559.0,3,1,81.55,516.0,5230.917
Super built-up  Area,Amruthahalli,2,1190.0,2,2,50.0,344.0,4201.681
Super built-up  Area,KR Puram,2,1200.0,2,1,72.0,344.0,6000.0
Super built-up  Area,Harlur,2,1174.0,2,1,74.0,344.0,6303.237
Built-up  Area,Kanakpura Road,2,1140.0,2,1,65.0,344.0,5701.754
Built-up  Area,Vibuthipura,3,1603.0,2,0,125.0,476.0,7797.879
Super built-up  Area,Subramanyapura,3,1278.0,3,2,70.0,516.0,5477.308
Super built-up  Area,Banashankari Stage III,2,1085.0,2,1,50.0,344.0,4608.295
Super built-up  Area,Whitefield,2,1195.0,2,1,61.36,344.0,5134.728
Plot  Area,Kamakshipalya,1,450.0,1,0,30.0,172.0,6666.667
Super built-up  Area,Kenchenahalli,2,1165.0,2,2,45.0,344.0,3862.661
Super built-up  Area,1st Stage Indira Nagar,4,3000.0,4,2,301.0,688.0,10033.333
Super built-up  Area,Kanakpura Road,3,1452.0,3,3,60.0,516.0,4132.231
Super built-up  Area,Sarjapur  Road,1,702.0,1,1,52.0,172.0,7407.407
Super built-up  Area,Banashankari,2,1020.0,2,1,42.83,344.0,4199.02
Super built-up  Area,Devanahalli,2,1340.0,2,1,65.0,344.0,4850.746
Super built-up  Area,Marathahalli,2,1125.0,2,1,54.8,344.0,4871.111
Super built-up  Area,JCR Layout,2,1160.0,2,1,40.53,344.0,3493.966
Built-up  Area,Vidyaranyapura,2,1050.0,2,1,50.0,344.0,4761.905
Super built-up  Area,JP Nagar,3,1960.0,3,1,138.0,516.0,7040.816
Built-up  Area,Ganga Nagar,2,1200.0,3,2,52.0,384.0,4333.333
Super built-up  Area,Electronic City,2,975.0,2,1,32.0,344.0,3282.051
Super built-up  Area,Kudlu,3,1700.0,3,3,125.0,516.0,7352.941
Built-up  Area,Brooke Bond First Cross,2,1275.0,2,3,69.0,344.0,5411.765
Built-up  Area,Yeshwanthpur,1,650.0,1,0,40.0,172.0,6153.846
Super built-up  Area,Kasavanhalli,2,1495.0,2,2,110.0,344.0,7357.86
Super built-up  Area,Hebbal,2,1200.0,2,2,48.0,344.0,4000.0
Super built-up  Area,Hennur Road,3,1679.0,3,2,94.86,516.0,5649.792
Super built-up  Area,Kaval Byrasandra,3,1450.0,3,2,75.0,516.0,5172.414
Super built-up  Area,Balagere,2,1210.0,2,1,82.0,344.0,6776.86
Super built-up  Area,Dwaraka Nagar,3,1300.0,2,1,51.0,476.0,3923.077
Super built-up  Area,Judicial Layout,2,1165.0,2,1,49.61,344.0,4258.369
Super built-up  Area,Keshava Nagar,3,1623.0,3,3,155.0,516.0,9550.216
Super built-up  Area,Channasandra,2,1115.0,2,1,35.8,344.0,3210.762
Super built-up  Area,BTM Layout,1,450.0,1,1,20.0,172.0,4444.444
Super built-up  Area,Electronics City Phase 1,2,1170.0,2,1,62.0,344.0,5299.145
Built-up  Area,Marathahalli,3,1700.0,3,2,126.0,516.0,7411.765
Super built-up  Area,Malleshpalya,2,1245.0,2,1,55.0,344.0,4417.671
Built-up  Area,Kanakapura,2,1017.0,2,1,66.0,344.0,6489.676
Super built-up  Area,Sarjapur  Road,2,1242.0,2,1,75.0,344.0,6038.647
Super built-up  Area,Yelahanka,3,1792.0,3,1,104.0,516.0,5803.571
Super built-up  Area,Garebhavipalya,3,1275.0,3,2,55.0,516.0,4313.725
Super built-up  Area,Electronic City,1,605.0,1,1,22.0,172.0,3636.364
Plot  Area,HBR Layout,4,1200.0,4,2,115.0,688.0,9583.333
Super built-up  Area,Electronics City Phase 1,3,1450.0,3,2,79.0,516.0,5448.276
Plot  Area,Bommenahalli,3,1232.0,3,1,96.0,516.0,7792.208
Plot  Area,Laggere,5,1800.0,5,0,70.0,860.0,3888.889
Built-up  Area,Sidedahalli,1,900.0,1,1,52.3,172.0,5811.111
Super built-up  Area,Kaggadasapura,2,1200.0,2,2,40.0,344.0,3333.333
Super built-up  Area,Uttarahalli,2,1065.0,2,1,42.6,344.0,4000.0
Super built-up  Area,AGS Layout,2,1075.0,2,1,48.38,344.0,4500.465
Super built-up  Area,Lake City,2,780.0,2,1,31.0,344.0,3974.359
Super built-up  Area,7th Phase JP Nagar,2,1070.0,2,1,42.79,344.0,3999.065
Super built-up  Area,Haralur Road,3,1464.0,3,2,56.0,516.0,3825.137
Super built-up  Area,Ramagondanahalli,3,1910.0,3,2,150.0,516.0,7853.403
Built-up  Area,Cox Town,2,1280.0,2,1,120.0,344.0,9375.0
Super built-up  Area,Raja Rajeshwari Nagar,3,1530.0,3,2,64.0,516.0,4183.007
Built-up  Area,Bhoganhalli,4,2439.0,5,2,170.0,728.0,6970.07
Super built-up  Area,Varsova Layout,2,1088.0,2,2,43.5,344.0,3998.162
Super built-up  Area,Harlur,2,1174.0,2,1,78.0,344.0,6643.952
Super built-up  Area,Raja Rajeshwari Nagar,3,1587.0,3,1,73.8,516.0,4650.284
Built-up  Area,Kaggadasapura,2,1045.0,2,2,55.0,344.0,5263.158
Super built-up  Area,Yelahanka,2,1304.0,2,1,69.97,344.0,5365.798
Super built-up  Area,Whitefield,2,1100.0,2,2,65.0,344.0,5909.091
Super built-up  Area,Hennur Road,3,1482.0,2,1,68.9,476.0,4649.123
Built-up  Area,Devanahalli,3,2125.0,3,1,107.0,516.0,5035.294
Super built-up  Area,Varthur,5,1000.0,4,0,65.0,820.0,6500.0
Super built-up  Area,Parappana Agrahara,2,1194.0,2,2,45.0,344.0,3768.844
Super built-up  Area,Kengeri,2,1200.0,2,3,42.0,344.0,3500.0
Super built-up  Area,Volagerekallahalli,2,1070.0,2,2,32.99,344.0,3083.178
Super built-up  Area,Whitefield,2,1100.0,2,1,46.5,344.0,4227.273
Built-up  Area,Whitefield,3,1270.0,2,2,65.0,476.0,5118.11
Super built-up  Area,Marasandra,2,1000.0,2,1,31.0,344.0,3100.0
Super built-up  Area,Vittasandra,2,1246.0,2,1,69.0,344.0,5537.721
Super built-up  Area,Raja Rajeshwari Nagar,3,1529.0,3,3,51.77,516.0,3385.873
Super built-up  Area,Thanisandra,2,1185.0,2,2,42.0,344.0,3544.304
Super built-up  Area,Gubbalala,2,1060.0,2,1,46.0,344.0,4339.623
Super built-up  Area,Ananth Nagar,3,1319.0,3,1,37.75,516.0,2862.017
Super built-up  Area,Kaikondrahalli,2,991.0,2,0,64.0,344.0,6458.123
Super built-up  Area,Thanisandra,1,662.0,1,0,38.0,172.0,5740.181
Built-up  Area,Nandini Layout,2,1200.0,2,1,110.0,344.0,9166.667
Plot  Area,tc.palya,3,1400.0,2,1,78.0,476.0,5571.429
Super built-up  Area,Talaghattapura,3,1575.0,3,2,80.0,516.0,5079.365
Super built-up  Area,Ananth Nagar,3,1319.0,3,1,42.0,516.0,3184.23
Super built-up  Area,Electronics City Phase 1,2,940.0,2,1,48.0,344.0,5106.383
Built-up  Area,Singasandra,1,600.0,1,0,45.0,172.0,7500.0
Super built-up  Area,Chandapura,2,985.0,2,1,25.12,344.0,2550.254
Super built-up  Area,Bharathi Nagar,2,1349.0,2,2,56.7,344.0,4203.113
Built-up  Area,Whitefield,3,3117.0,3,2,261.0,516.0,8373.436
Super built-up  Area,HSR Layout,3,1844.0,3,3,95.0,516.0,5151.844
Super built-up  Area,Thigalarapalya,3,1830.0,4,2,150.0,556.0,8196.721
Super built-up  Area,Sarjapur  Road,3,2275.0,4,2,185.0,556.0,8131.868
Super built-up  Area,Varthur Road,2,1140.0,2,2,49.11,344.0,4307.895
Plot  Area,Banjara Layout,3,900.0,3,1,79.0,516.0,8777.778
Super built-up  Area,Jaya Mahal layout,3,2648.0,3,3,238.0,516.0,8987.915
Super built-up  Area,Banashankari,3,1372.0,2,2,48.02,476.0,3500.0
Built-up  Area,Sanne Amanikere,3,1455.0,2,1,45.0,476.0,3092.784
Super built-up  Area,Hebbal,2,1100.0,2,2,38.0,344.0,3454.545
Super built-up  Area,Raja Rajeshwari Nagar,2,1295.0,2,1,55.47,344.0,4283.398
Super built-up  Area,Vajarahalli,3,1475.0,3,1,80.0,516.0,5423.729
Super built-up  Area,Nagavarapalya,3,1788.0,3,1,164.0,516.0,9172.26
Super built-up  Area,Haralur Road,2,1243.0,2,1,46.0,344.0,3700.724
Super built-up  Area,Yeshwanthpur,3,1855.0,3,3,140.0,516.0,7547.17
Super built-up  Area,Kudlu Gate,3,1850.0,3,2,120.0,516.0,6486.486
Super built-up  Area,Marathahalli,3,1315.0,2,2,60.0,476.0,4562.738
Super built-up  Area,Whitefield,2,1216.0,2,1,73.0,344.0,6003.289
Super built-up  Area,Brooke Bond First Cross,3,1721.0,3,2,93.0,516.0,5403.835
Super built-up  Area,Sonnenahalli,2,1059.0,2,1,62.0,344.0,5854.58
Built-up  Area,Kadubeesanahalli,2,1184.0,2,1,55.0,344.0,4645.27
Built-up  Area,Kodbisanhalli,3,1480.0,3,2,75.0,516.0,5067.568
Super built-up  Area,Kodigehalli,2,635.0,1,1,28.0,304.0,4409.449
Plot  Area,BEML Layout,2,2400.0,2,1,228.0,344.0,9500.0
Built-up  Area,JP Nagar,4,1500.0,2,0,87.0,608.0,5800.0
Super built-up  Area,Hosa Road,2,1143.0,2,1,34.2,344.0,2992.126
Plot  Area,Kanakpura Road,4,3170.0,4,3,250.0,688.0,7886.435
Built-up  Area,Vaishnavi Layout,4,4800.0,4,3,420.0,688.0,8750.0
Super built-up  Area,Kothannur,3,1485.0,2,2,59.4,476.0,4000.0
Super built-up  Area,Hennur,3,1655.0,2,1,70.5,476.0,4259.819
Super built-up  Area,2nd Phase Judicial Layout,2,900.0,2,2,41.0,344.0,4555.556
Super built-up  Area,Somasundara Palya,3,1600.0,3,3,69.0,516.0,4312.5
Built-up  Area,Neelamangala,2,1163.0,2,2,68.0,344.0,5846.948
Carpet  Area,Yelahanka New Town,1,485.021334,2,1,18.0,212.0,3711.177
Super built-up  Area,Pragathi Nagar,1,801.0,1,0,33.645,172.0,4200.375
Super built-up  Area,Bellandur,3,1685.0,3,3,101.0,516.0,5994.065
Built-up  Area,Banashankari,3,1540.0,3,3,80.0,516.0,5194.805
Super built-up  Area,Thanisandra,2,1265.0,2,1,72.0,344.0,5691.7
Super built-up  Area,Kasavanhalli,3,1200.0,2,3,38.4,476.0,3200.0
Built-up  Area,Amblipura,3,1300.0,2,1,80.0,476.0,6153.846
Super built-up  Area,Sultan Palaya,2,1009.0,2,1,65.0,344.0,6442.022
Super built-up  Area,Ramamurthy Nagar Extension,3,1540.0,3,2,65.0,516.0,4220.779
Built-up  Area,Bellandur,3,1735.0,3,3,105.0,516.0,6051.873
Super built-up  Area,Marsur,2,497.0,1,1,20.0,304.0,4024.145
Built-up  Area,Electronic City,2,1142.0,2,0,35.0,344.0,3064.799
Super built-up  Area,Doctors Layout,3,1215.0,2,2,46.8,476.0,3851.852
Super built-up  Area,Electronic City,2,1070.0,2,1,48.0,344.0,4485.981
Super built-up  Area,Electronic City Phase II,2,1125.0,2,1,32.49,344.0,2888.0
Built-up  Area,Bommasandra Industrial Area,2,1125.0,2,1,32.49,344.0,2888.0
Super built-up  Area,Kasavanhalli,2,1575.0,2,3,85.0,344.0,5396.825
Super built-up  Area,Hosa Road,2,1360.0,2,1,77.61,344.0,5706.618
Super built-up  Area,Haralur Road,3,1710.0,3,2,85.0,516.0,4970.76
Super built-up  Area,Electronic City Phase II,2,1200.0,2,1,34.65,344.0,2887.5
Super built-up  Area,Bannerghatta Road,4,2185.0,3,3,120.0,648.0,5491.991
Built-up  Area,Bagalur,4,2400.0,4,3,135.0,688.0,5625.0
Super built-up  Area,Banashankari,2,1195.0,2,1,35.84,344.0,2999.163
Super built-up  Area,Vittasandra,2,1246.0,2,1,67.0,344.0,5377.207
Super built-up  Area,Bannerghatta Road,2,1012.0,2,1,45.0,344.0,4446.64
Super built-up  Area,Ganga Nagar,2,998.0,2,2,65.0,344.0,6513.026
Super built-up  Area,7th Phase JP Nagar,2,1130.0,2,2,85.0,344.0,7522.124
Super built-up  Area,Rajaji Nagar,4,2733.0,5,2,259.0,728.0,9476.765
Super built-up  Area,Karuna Nagar,3,1354.0,2,1,98.0,476.0,7237.814
Super built-up  Area,Brookefield,2,1389.0,2,2,94.0,344.0,6767.459
Plot  Area,Sarjapur,4,2970.0,3,3,130.0,648.0,4377.104
Super built-up  Area,Lakshminarayana Pura,2,1172.0,2,2,75.0,344.0,6399.317
Super built-up  Area,Kaggadasapura,3,1495.0,3,2,60.0,516.0,4013.378
Super built-up  Area,Varthur,2,1738.0,2,1,57.35,344.0,3299.77
Super built-up  Area,Dodda Nekkundi,2,1315.0,2,2,50.0,344.0,3802.281
Super built-up  Area,Marathahalli,2,1270.0,2,3,73.0,344.0,5748.031
Super built-up  Area,Electronic City Phase II,2,1160.0,2,1,52.2,344.0,4500.0
Super built-up  Area,Raja Rajeshwari Nagar,3,1450.0,2,1,67.0,476.0,4620.69
Built-up  Area,Rayasandra,1,470.0,1,1,21.0,172.0,4468.085
Built-up  Area,2nd Phase JP Nagar,2,1040.0,2,2,78.0,344.0,7500.0
Super built-up  Area,Sarjapur,2,1205.0,2,2,29.0,344.0,2406.639
Super built-up  Area,KSRTC Layout,3,1215.0,2,3,50.0,476.0,4115.226
Super built-up  Area,Whitefield,2,1135.0,2,2,58.0,344.0,5110.132
Super built-up  Area,8th Phase JP Nagar,3,1224.0,2,2,48.95,476.0,3999.183
Built-up  Area,Budigere,1,664.0,1,1,34.0,172.0,5120.482
Super built-up  Area,Electronic City,3,1160.0,2,2,42.0,476.0,3620.69
Plot  Area,Babusapalaya,2,1200.0,2,0,105.0,344.0,8750.0
Built-up  Area,Bommasandra Industrial Area,3,1220.0,2,1,35.2,476.0,2885.246
Super built-up  Area,Bharathi Nagar,2,1328.0,2,2,69.0,344.0,5195.783
Super built-up  Area,BSM Extension,2,975.0,2,2,45.0,344.0,4615.385
Built-up  Area,Malleshwaram,2,900.0,2,1,72.0,344.0,8000.0
Super built-up  Area,Banashankari 6th Stage,2,1330.0,2,2,80.0,344.0,6015.038
Super built-up  Area,Rajiv Nagar,4,2330.0,5,1,175.0,728.0,7510.73
Built-up  Area,Munnekollal,3,1222.0,3,2,95.0,516.0,7774.141
Plot  Area,Dodsworth Layout,3,4446.0,3,2,410.0,516.0,9221.772
Super built-up  Area,Sarjapur  Road,3,2100.0,3,1,135.0,516.0,6428.571
Super built-up  Area,Sarjapur  Road,4,3335.0,4,3,290.0,688.0,8695.652
Built-up  Area,Whitefield,3,3150.0,3,1,290.0,516.0,9206.349
Plot  Area,Jnana Ganga Nagar,3,1320.0,2,1,95.0,476.0,7196.97
Super built-up  Area,Uttarahalli,3,1330.0,2,2,46.55,476.0,3500.0
Plot  Area,Hosur Road,4,2000.0,4,1,130.0,688.0,6500.0
Super built-up  Area,Electronic City Phase II,2,1244.0,2,1,55.0,344.0,4421.222
Super built-up  Area,Konena Agrahara,2,1000.0,2,1,50.0,344.0,5000.0
Super built-up  Area,Gunjur Palya,3,1400.0,3,2,45.0,516.0,3214.286
Super built-up  Area,Vignana Nagar,2,1000.0,2,2,35.0,344.0,3500.0
Super built-up  Area,Uttarahalli,3,1250.0,2,2,50.0,476.0,4000.0
Super built-up  Area,Hebbal,4,2630.0,5,0,188.0,728.0,7148.289
Super built-up  Area,Jeevan bima nagar,2,1225.0,2,2,48.0,344.0,3918.367
Super built-up  Area,Hebbal,4,2790.0,5,3,198.0,728.0,7096.774
Super built-up  Area,Seegehalli,3,1683.0,3,3,80.0,516.0,4753.417
Built-up  Area,Yelahanka,2,1250.0,2,2,54.0,344.0,4320.0
Super built-up  Area,Hennur Road,3,1305.0,2,1,110.0,476.0,8429.119
Super built-up  Area,Kaggalipura,3,1150.0,2,1,57.5,476.0,5000.0
Built-up  Area,Kaggadasapura,3,1654.0,3,3,70.0,516.0,4232.164
Carpet  Area,Munivenkatppa Layout,4,4500.0,3,0,225.0,648.0,5000.0
Super built-up  Area,Kadugodi,3,1890.0,4,3,125.0,556.0,6613.757
Super built-up  Area,Kasavanhalli,2,1069.0,2,2,55.0,344.0,5144.995
Super built-up  Area,Chandapura,2,750.0,1,1,18.5,304.0,2466.667
Built-up  Area,Hormavu,3,2400.0,3,1,177.0,516.0,7375.0
Super built-up  Area,7th Phase JP Nagar,3,1680.0,3,3,130.0,516.0,7738.095
Super built-up  Area,Sarjapur  Road,3,1700.0,3,2,93.5,516.0,5500.0
Plot  Area,Brindavan Layout,4,2200.0,2,0,150.0,608.0,6818.182
Super built-up  Area,Thanisandra,3,1595.0,3,1,105.0,516.0,6583.072
Plot  Area,Bethel Nagar,3,1092.0,3,1,95.0,516.0,8699.634
Super built-up  Area,Hebbal,3,3895.0,3,2,390.0,516.0,10012.837
Super built-up  Area,Banashankari,3,1683.0,3,2,115.0,516.0,6833.036
Super built-up  Area,Dasanapura,2,545.0,2,1,22.34,344.0,4099.083
Super built-up  Area,Banaswadi,2,1340.0,2,2,73.0,344.0,5447.761
Built-up  Area,"Judicial Layout, Kanakapura Road, ",3,1100.0,3,2,53.0,516.0,4818.182
Plot  Area,Akshaya Nagar,1,2000.0,1,0,200.0,172.0,10000.0
Super built-up  Area,Whitefield,2,1185.0,2,2,56.0,344.0,4725.738
Super built-up  Area,Chandapura,2,1025.0,2,2,27.68,344.0,2700.488
Super built-up  Area,Haralur Road,3,1730.0,3,1,95.0,516.0,5491.329
Super built-up  Area,Hennur Road,3,1450.0,3,1,88.6,516.0,6110.345
